Review;Rating;LikeReview
"""Jwt expired...."" teruussssss... Sulit sekali membeli tiket...!!! Dan tidak ada pemberitahuan, riwayat tak terakses... Menyedihkan Setelah dijawab, lalu dicoba, okay, bisa pesan tiket kembali Bintang dari satu jadi tiga. Jadi okay lah...";3;0
Udah 2 jam perjalanan tetapi tidak bisa memesan makanan.;2;0
aplikasi sering tidak dapat digunakan, sangat sering maintenance;1;0
stasiun comal belum bisa di pesan lewat apk ini;1;0
orang tua saya beli tiket online pakai atas nama ktp saya tidak diperbolehkan masuk, pdhal orang sudah tua juga dan tdak tau pakai online kok malah dipersulit tidak boleh masuk kalau tdak pakai ktp asli. . bumn slalu saja ribet dan tdak membantu;1;0
eror kok sering, bukan diperbaiki malah tambah parah;1;0
aplikasi opo iki gk jelas.. dilihat masih tersedia bnyk kursi bgtu boking gk bs.. erorr trussss. gmn negara bs maju aplikasi kyk ngene.intie aplikasi gk guna belas eror trusss;1;0
apa susahnya sih nyantumin foto bangku kereta ketika mau pesen online tiket;1;1
Pas masuk ke pembayaran cuma bisa lewat kartu kredit gk ada pilihan link aja padahal cuma mau beli tiket k.a lokal. Makin ribet sering eror, tolong kalo sering eror lebih baik diperbaiki dulu dan penumpang diperbolehkan memesan offline aja..;1;0
Aplikasinya semakin tidak jelas... Ketika mau booking tiket susah sekali, dan tidak bisa pilih kursi, padahal kursi yg tersedia masih kosong,... Untuk pembayaran juga diharuskan menggunakan pembayaran KAI Pay, karna pilihan yg lainnya selalu error...;1;6
sering gak ke bagian tiket tolong donk kai tambah lagi kereta buat ke kertapati lampung;5;0
satu2 nya operator transport jalur darat yg cepat dan on time, makin ksini makin keren;5;0
"Sejak ada sistem antrian, susah sekali untuk pesan tiket kereta. Antrian tulisannya 1 menit tapi bisa sampai 3-5 menit. Padahal nyoba2 untuk pesan di hari yang ga banyak penumpang tetap tulisnnya ""Ups. Jadwal tidak ditemukan"". Semoga bisa jadi pertimbangan KAI buat menghilangkan sistem antrian yang bikin ribet. Lebih suka versi sebelumnya dan versi masih pakai nama KAI Access.";1;35
sistem sangat lambat dan sering trouble;1;0
kenapa selalu eror waktu pemesanan tiket lokal sihhh🙁;1;0
log out dulu, balik login lagi, full kebuka fiturnya;5;0
DENGAN HORMAT KEPADA PT. KAI UNTUK MENGEMBALIKAN APLIKASI KE VERSI SEBELUMNYA. SEBAB UPDATE SAAT INI HANYA BAIK DALAM TAMPILAN, NAMUN BURUK DALAM PERFORMA ALIAS LELET, SERING EROR! TERIMA KASIH! Pada kasus saya, pembelian tiket pada KA LOKAL tidak bisa dilakukan AKIBAT MENU STASIUN TIDAK MUNCUL! Padahal koneksi jaringan sudah baik (wifi & paket internet) namun masih tidak bisa muncul. Juga berulang kali di restart aplikasi dan hp.;2;4
apa si mesti error ga jelas,, tulisan masih tersedia tapi pas di pencet no seat available;1;0
Tolong tambahkan metode pembayarannya, terutama menggunakan BRI;3;0
bagus pelayanan pesan tiket mudah;5;0
Ini kenapaa tampilannya sprti marketplace seeh? Lebih bagusan versi sebelumnya yg lngsng to the point, dalam artian lngsng menampilkan data pemesanan tiket kereta (masukin stasiun tujuan, stasiun asal,tgl pemberangkatan,dsb) klo yg ini harus butuh effort dulu baru bisa masukin data pemesanan tiket. Update boleh saja tpi juga harus memikirkan kemudahan dalam pemakaiannya juga, experience nya mngkin bisa diperbaiki lagi.;2;0
Setelah sy apdet aplikasinya, sm spt yang lain problemnya jadi banyak. Mulai dari ribet buat log in lagi karena nomernya gak bisa buat log in, terus mau pembatalan tiket juga eror. Yang paling nyebelin, ketika beli tiket buat 2 orang dan mengisi data untuk pembeli satunya, mau ngetik nama aja susahnya minta ampun. Mau ngetik nama aja ribet ngehapus, lha gimana.. ketik apa yg keluar apa dobel2 lagi. Tolong dong diperbaikin aplikasinya.;1;8
bagus cepat disconya juga sip;5;0
pembayaran pake Qris dana. beli tiket gagal saldo kepotong . Cs kai dan cs commer di hubungi gak bisa . akhirnya lapor dana nunggu 18hr kerja;1;0
Kenapa setelah update, layanan pilih kursi menjadi tidak tersedia?!?;1;0
upgrade ke basic masukin otp loading mulu;1;0
pak mau tanya. klik CS nya KAI access dimana? bingung. sudah tiket belum dibayar, mau menyelesaikan pembayaran klik dimana?;2;0
kursi tdk tersedia tp masih bs booking tiket, kenapa g di tutup aja kuotanya klo tdk tersedia kursinya;3;0
Setelah diperbarui kok malah ga bisa lihat jadwal kereta sih. Masih bagus yg awal dulu sebelum di perbarui lebih gampang. Bingung sekarang beli tiket mah, udah enak2 di stasiun seminggu sebelum keberangkatan. Ngga keberatan juga harus jauh belinya yg penting dapet, drpd pake aplikasi gini kadang bisa kadang engga. Paketan full tp ga bisa loading. Payah. Lihat komenan di sini semua bintang satu dan mengeluhkan hal yg sama. Hadeuh.. kalau memang ingin mempermudah tolong aplikasinya benarkan dulu;1;101
sangat membantu dg adanya aplikasi ACCESS by KAI Terimakasih KAI sukses dan jaya selalu ❤️❤️❤️❤️❤️;5;0
Tolong lah segera diperbaiki, yg mengeluhkan udah banyak banget lhoo dan masalahnya sebagian besar sama, aplikasi tiba2 force close sendiri pas udah sampai halaman mau bayar. Kode bayarnya kita belum dapet, terus gimana mo nyeleseiin transaksinya coba.;1;4
kenapa aplikasinya gak bisa d pake y?saya d padang ingin menggunakan kereta lokal tp gak bisa;1;0
kai pay ruwet, masa eror gak bisa bayar. jadinya bisa gak dapat tiket;1;0
Aplikasinya menurut saya nih min lebih baik yang versi lama, saya bantu kasi kritikan dan masukan selaku pihak pengguna. 1. Akun gw sering logout sendiri min (setiap seminggu sekali), aneh nya yang versi lama tidak pernah kayak gini min 2. Kalau tiket nya sudah habis lebih baik tidak usah dimunculkan keretanya min biar pihak pengguna tidak 3. Pembayaran e walet nya bermasalah mohon dievaluasi lagi. 4. Untuk login kalau bisa kasih alternatif selain login pakai no hp, mungkin bisa ditambahkan;1;0
Metode pembayaranya udah bagus diperbanyak. Tapi pembayaranya terlalu cepat waktunyaa cuma beberapa detik setiap mau bayar selalu loading dan akhirnya harus ulang dari awal. Mungkin bisa diperbaiki. Jika pembayaran hanya beberapa detik aplikasi nya juga harus cepat. Karena capek juga kalu harus ulang terus. Trus waktu nunggu juga waktunya terus berjalan juga. Mungkin untuk pesanya bisa 1 menit;3;271
ga bisa menambakan yiket yg dari travrloka, gimana nih;4;0
Udh langganan pake kai access dari dulu, tp semenjak ada update app bukannya makin baik tapi makin buruk, udh scroll nyari tiket pas mau isi data malah not responding hrs dari ulang lg dan sama aja begitu lg, sgt mengecewakan bgt, dan ga cuma sekali tp berkali2 sampe uninstall app, dan hrs mintol ke org dulu buat dipesenin. Tolong bgt untuk app ini bisa lebih diperbaiki dan ditingkatkan lagi demi kenyamanan pengguna setia kai access. Terimakasih :);3;0
Tampilan sudah bagus tapi untuk aplikasi pembayaran tolong di perbaiki. Pembayaran pake aplikasi link aja. Tapi masa link ajanya pake nomer yg sama yg di daftarkan untuk kai acces sedangkan saya pake link aja tdk menggunakan nomer itu. Dan tolong untuk pengaturannya nomer telepon bisa diubah karena disini masih banyak nomer telepon yg lama tdk dipakai jadi tdk aktif.;1;0
kecewa banget sama ini aplikasi, saya klik tanggal pemesanan dengan benar tp tercetak tanggal yg salah.maju seminggu. resqedule kena admin,batalin kena admin.yang rugi konsumen. padahal yg salah sistem aplikasi mu yg error. ga ada solusi banget !;1;0
Di device android saya jadwal kerrta tidak muncul-muncul dari 23.58 sampai 00.00. Saat sudah muncul jadwal, tidak ada muncul 'antrian' langsung bisa ke pilihan kereta TETAPI waktu submit TIMEOUT (1) dicoba lagi ERROR (2) dan begitu terus padahal tiket masih tersedia. Koneksi internet aman banget padahal. Capek banget;1;4
harus di perbaiki mau pesen tiket ngeleg gak masuk akal tolong KAI;2;0
suka lag kalau di buat war tiket;1;0
"Aslieee, nyari detail tiket yg sudah dibeli aja susah bnget. Ditaro dimana dah.. history pembelian tiket yg lalu apaa lagii. Ga ada. Apa gunanyaa kita pake dan suruh buat akun kalau riwayat yg kita gunakan dng apps ini gk ke save. :"") udah mas balikin version lama aja functionality dan Ui nyaa, lebih mempermudah, dr pada ini kebalikannya. Pusing deh jujurrrr";1;11
Versi baru memang lebih menarik dengan tanpilan dan fitur baru, tapi jujur sangat lemot, baru buka aplikasi juga loading home pagenya lamaa, pas login juga proses loginnya luamaa dan susah, tolong servernya diperbaiki, Kereta itu berpacu dg waktu kan, tp aplikasinya malah memperlambat waktu! Kalo belum siap tolong downgrade dlu aja ke versi yg lama sudah cukup baik.;2;2
"Halo, admin. Aku mau kasih ulasan based on my experience. Honestly, aku suka banget apk ini karena sangat membantu. Apalagi bagi orang-orang yang lokasi rumahnya jauh dari stasiun, apk ini membuat proses menjadi lebih mudah dan efisien. Namun, akhir² ini kenapa sistemnya menjadi ""aneh"" (?). Awalnya aku kira cuman aku doang, karena teman-teman aku engga (sadly), tapi aku cek di ulasan ternyata ada yang satu nasib. Kendala: tidak bisa membuka apk, berkali-kali dicoba tetep ga bisa:(";3;0
sumpah kalo hari besar aplikasinya suka error gak bisa pesen tiket, kadang QR nya gak bisa dipake gagal terus, update rutin tapi aplikasinya masih lelet banget banyak errornya tolong dong diperbaiki rekrut orang berpengalaman buat ngurusin nih APK, anggaran lu gede juga;2;0
Hampir 4 bulan sekali saya pakai KAI acceess, tapi saya sedikit kecewa dengan versi terbaru dari KAI Access, memperlama saya untuk memesan tiket karna sering sekali tidak dapat loading dan time out alhasil saya sering gagal untuk beli pakai KAI access. Saya harap dengan aplikasi KAI Access yang sangat memudahkan para traveler semoga sistem nya di perbaiki, dan dipadukan dengan modern klasik seperti versi sebelumnya;3;0
Untuk yg sekarang jadi sering gangguan, beberapa kali pesan pas mau pembayaran selalu time out, sudah terdaftar KAI Pay tapi pas mau top up malah ga bisa dengan alasan belum terdaftar, beberapa kali juga pesan tiket tapi ga bisa di cek out. Saya cek out, sudah terbayar dan ada notif transaksi, tapi aplikasi tiket ga muncul dan ga ada riwayat transaksi, padahal saldo sudah berkurang, gimana ini?;1;0
Ngelag, selalu force close. Selalu tidak jadi melalukan transaksi (switch to e-comm yg menyediakan platform ticketing). Apa yang terjadi team developer apps KAI Access? Sudah install- unistall, tidak ada pembaharuan. Penggunaan aplikasi tetap bermasalah;1;4
Kenapa sih dgn aplikasi yg telah di perbaharui nya seperti ini ? Sama sekali tidak membantu. Setiap buka aplikasi harus sllu login, padahal sy gapernah logout. Nmr tlp udah bener. Loadingnya sangat² lamaaaa. Mau cari jadwal kereta juga ga muncul² karna loading nya itu lamaaa. Tolong laah, kasih versi yg lama ajaaa. Udah nyaman dgn yg lama, daripada yg baru. Perbaiki lagi.;1;1
Lebih suka aplikasi lama, pesen tiket udah mantengin aplikasi mulai dari jam 00.01 sampai jam 00.23 gak ada jadwal... keluar masuk keluar masuk aplikasi... Giliran sudah bisa di buka tiket habis, ganti jam gak bisa masukin nik... Buat apa aplikasi di perbarui kalau hasil nya tambah jelek banget... Kecewa banget dengan sistem KAI access saat ini...;1;9
"Tolong saya min banyak juga yang kena.... ""Aduh. Permintaan anda telah timeout"" mohon di perbaiki min soalnya banyak juga yang ngalamin.. Mending kai access model versi pertama kali walau keliatan jadul tapi jarang bug... Tetap dengan fitur lama tapi biar lebih ringan modelnya di ringkas sama seperti model kai access pertama kali min..";1;2
"Sebelum di upgrade baik"" aja, kemaren booking sebelum app di upgarde, trus waktu mau check in ternyata app nya udah upgrade, sekarang mau book lagi ternyata no. Id keliru satu digit mau edit ga bisa, akhirnya bikin akun lagi dengan nomor hp berbeda, waktu mau bayar pake link aja, nomor akun linkaja nya ga bisa di edit, kenapa ya?";1;53
Aplikasi tidak memudahkan..makin susah... Diklik pembayaran tp tidak ada informasi selanjutnya berhasil atau tidak..proses pemesanan tiket malah tambah lama bukan tambah mempercepat pemesanan tiket.. Harusnya ada aplikasi makin memudahkan para consumen.;1;4
Aplikasi aneh, setah konfirmasi pembayaran pakai Kaspro malah tidak terkonfirmasi padahal saya sudah memasukan pin. Saya cek mutasi pun tidak ada, saldo masuk dan keluar :) Semoga kedepannya bisa berbenah ya team IT KAI, Terimakasih.;1;7
Apps lama lebih terasa user friendly & tidak terasa ribet apabila dibandingkan dengan saat menggunakan Apps Pembaharuan ini. Koneksi pada Apps Pembaharuan ini apabila diakses dari salah satu operator telko selular dapat berjalan lancar namun bila diakses via operator telko selular lainnya ngak bisa. Untuk apa bersibuk ria memperbaharui Apps bila malahan hasil dari pembaharuan ternyata terbukti lebih buruk & memberikan pengalaman yang tidak menyenangkan bagi kastemer !!;1;46
"Jadi sebelumnya tiba"" pas mau pesen tiket, ada pemrintaan kita diharuskan jadi member basic kai. Akhirnya saya iyakan dan sudah mengisi semua data diri. Eh taunya waktu menyetujui adanya verifikasi email, email tidak pernah masuk. Padahal sudah disetujui bekakali-kali. Mohon perhatiannya, karna ini sangat mempersulit pelanggan yang sangat membutuhkan kereta secepatnya 🙏";2;109
Terkadang logout dengan sendirinya, terlebih seringkali tidak muncul opsi login dengan google ketika ingin login kembali. Kemudian setelah dapat login pun tetap ada kendala opsi stasiun tidak keluar satupun, meski sudah diketik nama stasiun pun sama saja tidak keluar. Lalu setelah masalah yang tadi akhirnya bisa memesan tiket, ketika ingin check daftar ticket yang saya miliki, malah tidak muncul sama sekali. Terlalu banyak masalah.;1;8
Waktu estimasi antrian tidak sesuai, di layar tertulis 16 menit tapi aktualnya nyampe 1 jam lebih, giliran sudah masuk tinggal proses pembayaran time out terus, setelah itu suruh antri lagi, buang2 waktu ajah. Tolong diperbaiki kasian para pelanggan yang sudah rela ngurangin jam tidurnya demi buat war tiket mudik tapi hasilnya tidak dapat dan nihil. Tolong diperbaiki lagi sistemnya.!!!;1;377
"Sedih banget, kewcewa juga, udah top up buat bayar tiket, pas mau bayar nunggu agak lama muncul notif ""failed blablabla"" terus saldonya udah kepotong tapi status pembayaran tiket masih ""menunggu pembayaran"" nyari uang gak gampang min, gimana caranya biar uang saya balik min, kok ya tega release aplikasi yang masih banyak minusnya ke publik, sedangkan publik yang gunain aplikasi ini gak sedikit, sudah banyak komplain tapi tidak ada tindakan, heran!!!";1;7
Langsung instal tanpa liat review, langsung coba buat pesen tiket, kok gak muncul ya stasiun yang aku masukkan, berkali-kali dicoba tetep gak bisa, berhari2 dicoba, sampai semakin deket sama hari keberangkatan, tapi emang gak bisa2, coba buka playstore, liat review, eahdalah,,,, ternyata gak cuma saya yang susah, yang lain juga banyak dengan berbagai masalahnya. Mohon diperbaiki KAI.. Thx;2;15
Opsi pembayaran tidak banyak pilihan dan waktu untuk membayar juga terlalu singkat , saya bingung karena baru pertama menggunakan aplikasi KAI , saya coba cek komentar pengguna , ternyata banyak yang complain dan down star . Pantaslaah ... aplikasi sekelas KAI simple dan susah menyusahkan . Perbaiki secepatnya , bagaimana bisa menarik masyarakat ke transporrasi masal ? Login dan pembayaran aja ribet.;1;16
Mohon perbaiki sistemnya dulu lah, baru diimbangi tampilannya, tampilan yg lama lebih mudah untuk pembelian tiket jg msih user friendly. Metode pembayaran jg makin susah, pengalaman beberapa kali gagal order tiket susah pilih seat dan pembayaran selalu gagal. Order 4 kali gagal uang lama proses refundnya jg. Sudah beberapa kali komplain ke cs jg responnya lama bgt. Jujur lumayan kecewa dg apk kai acces maupun pihak cs kurang gercep. Aku harap kai apk bisa di optimalkan lagi dari segi sistemnya.;1;4
Lebih baik versi yg lama dari pada yg baru ribet. Saya sudah 2 kali kehilangan saldo saat pembayaran dan waktu pembayaran sukses tapi di kai acces gagal pembayaran dan tiket pun tidak ada tapi saldo sudah berkurang Tolong di perbaiki mending balik yg versi lama;1;1
Mau bayar malah kaga bisa. gak jelas banget apk;1;0
Aplikasi busuk, ga seperti versi lama. Pesan tiket sampai pembayaran selesai, di menu tiket tetap menunggu pelunasan dan setelah timernya habis malah ga ada tiket yang aktif. Mau boking lagi dengan penumpang sama tidak bisa karena pesanan sama. Rugi keluar uang saya ..;1;5
gk bisa verifikasi otp pdhl udh bnr, dicoba selama 3 hari pun sama aja hasilnya.;1;0
sangat membantu dan tak perlu ribet antri;5;0
Setelah pembaruan kenapa saya yang biasanya masuk dengan kode otp via sms setelah saya masukan kode yg masuk kok dibilang kode salah terus padahal sudah benar. masuk dengan email lalu klik lanjutkan juga cuma muter aja terus diklik ulang tetep gitu terus. Gimana ini kok aplikasinya jadi eror begini. Coba hp lain juga sama padahal akun berbeda. Tolong diperbaiki lagi aplikasinya. daftar baru pun dibilang email/nomor telepon sudah terdaftar. aneh. Kok menyusahkan banget sih.;1;2
Ini program databasenya kacau ... 1. Kalau sudah pernah install lalu uninstall .,.. maka nggak bisa masuk lagi 2. Kalau sudah pernah install pakai satu no hp maka nggak bakal bisa buat ndaftar lagi (walaupun account lama juga nggak bisa) 3. Nggak bisa login account pakai hp lain (harus 1 hp 1 account) 4. Banyak lagi .. Saran saya ... Tolong diperbaiki yg bagus .... Kita sebagai pengguna kesulitan .. Lihat point yg program ini capai Hanya 2.5 point ( rapor merah) ....;1;15
sangat membantu saat mau traveling/bepergian antar kota👍👍👍;5;0
Haloo Access by KAI, Sudah bagus karna adanya niat perubahan User Interface untuk aplikasi yang terbaru. Namun, banyak sekali perubahan yg mengganggu, apalagi untuk bagian KRL. Saya yg biasanya menggunakan aplikasi ini, dan brusan cek jd agak bingung, karena tidak ada jam disetiap stasiunnya, lalu kita juga jadi gatau sampai di stasiun tujuan jam berapa. Kedepannya untuk desain sudah oke, mungkin tampilannya disamain aja kaya dulu. Terimakasih🙏🏻;4;0
Sangat Mudah pesan tiket kereta;5;0
Sejak di update malah jadi lemot parah, pesan tiket tidak muncul e-boarding pass nya, untung security nya nge bolehin masuk, kalau kagak bisa ngamuk kemaren pas di stasiun. Buka aplikasi lemot parah! Logout dari akun sendiri. Mending pake aplikasi sebelah aja deh kalau mah pesen tiket.;2;0
Aplikasi ini sering bermasalah. Sering muncul tulisan 'pesananmu sdh timeout'. Berkali2 spt itu hingga mau pesan suliiiiit.... kalo sdh capek nyoba, biasanya aplikasi sy uninstall dulu, kemudian install ulang. Ketika install ulang ini jg sering bermasalah. Sulit, padahal paketan masih penuh. Mohon diperbaiki ya....;1;0
KAI Acces versi baru saya kira sangat baik. Namun penggunaannya menjadi lebih sulit karena banyak fitur dan menu yang mungkin sebenarnya bisa lebih disederhanakan. Tampilannya memang cukup modern tapi saya kira nuansa KAI menjadi hilang dan kurang profesional. Selain itu juga KAI Acces sekarang sering log out sendiri padahal sedang digunakan. Mngkin kedepannya bisa lebih diperhatikan pelengkapan fitur itu memang penting nmun jangan sampai membuat pengguna kebingungan dalam penggunaanny. Trmksih;2;0
aplikasi error, tarif kereta makin mahal ga sebanding dengan pelayanan dan pembelian tiket kereta;1;0
Sangat jelek 👍 selalu aja ada kendala tiap beli. entah barcode ga keluar, nik tidak sesuai padahal udah bener, sering maintenance, udah bayar malah ga keluar e-tiketnya, dan masih banyak lagi. Saya tiap hari beli tiket pake kai access dan selalu saja ada masalah, udah sering email ke cs kai, tapi tetep aja permasalahan nya ada terus. Kalo misalkan ga siap pake aplikasi online mending gausah. Parah.;1;0
Anak sy sudah biasa pakai kai access tapi sejak pembaharuan malah tidak bisa pakai (tidak bisa masuk, selalu timeout, masuk sebagai tamu pun tidak bisa lihat jadwal, biasanya setelah masuk akan tetap masuk, tapi ini harus mengulang masuk dan kemudian gagal terus). Tolong di bantu perbaharui sistemnya agar lebih enak di gunakan. Terimakasih.;1;1
tiket yang diharapkan tidak ada, disemua kategori, di semua jadwal;1;0
"Allahu yahdik, ya allah bener"" harus sabar bnget pas mesen tiket.. pesen bolak balik gagal terus, loading lama sekali. lambat.. mau bayar juga lambat sekali loadingnya sampe waktu habis. aku fikir apa hpku yang lemot, ternyata emang dari aplikasi. MOHON UNTUK SEGERA DITINGKATKAN DAN DIPERBAIKI LAGI! agar memudahkan masyarakat untuk bepergian!";1;1
Jujur memang secara ux lebih bagus, tapi saya nggak suka ketika melakukan pemilihan tiker, harga yg dimunculkan yg paling termurah tapi sudah nggak available, lebih baik harga yg di munculkan itu yg paling murah dan juga masih available. Kalo nggak bisa mending tampilan pemilihan tiket seperti dulu aja;3;7
Update terbaru aplikasi kai lemot bangetttt. Akun otomatis close giliran buka aplikasi nya lama. Terus giliran login uda masukan nomer hp atau email benar malah gak terverifikasi. Tolong dong kalau di perbarui itu malah bikin cepet bukan malah memperlambat. Solusinya gimana ini ???;1;83
Kasih bintang 2 dulu, nanti kalo sudah diupdate jadi lebih baik saya tambah lagi bintangnya. Tolong ketika musim lebaran H-90 pembelian tiket dilakukan secara adil, jangan hanya agen saja yg bisa beli sedangkan pemakai aplikasi ga bisa beli, cuma loading aja. Ujung-ujungnya ga kebagian tiket. Mohon tambahkan fitur save ID Penumpang, jadi kita bebas mau input ID berapa aja. Nanti kalo mau isi data penumpang 1-4 tinggal ceklist aja, jadi lebih simpel dan ga kelamaan ketik. Terima Kasih 🙏🙏🙏🙏;2;0
Sebagai orang yg bolak balik jkt jog tiap 2minggu sekali selama 2022, ini sangat membantu, apalagi bisa auto debit online, QRIS, DANA juga. Pluss, selalu pesan makanan-minuman/selimut-bantal selama perjalanan via apps ini, jd ga perlu deh jalan ke gerbong makan, tinggal pesan, bayar, pesanan akan diantar. Buat reschedule dan refund juga mudah krna terkoneksi dg rekening kita.;5;1
Sistem buruk, kalo mau bayar semisal ganti metode pembayaran gabisa, harus nunggu pesanan sampe beres 1 jam. Pembayaran via e-wallet sudah berhasil tapi di status app belum melakukan pembayaran, di perbarui sistemnya, banyak org yg di rugikan, lebih baik pesan tiket lewat app sebelah dari pada app resmi dari KAI;1;37
Mohon ditingkatkan lagi kompatibilitas untuk perangkat foldable, di Samsung Z Fold5 dan 6 bisa dioperasikan lancar di layar luarnya karena memang kondisi ratio nya sama dengan smartphone candybar biasa. Namun, ketika menggunakan layar dalam (layar utama/besarnya), seringkali operasi pembayaran gagal terutama yang mengharuskan launch situs web pihak ke-3, sering tidak bisa tampil konten nya, sehingga mengakibatkan gagal melakukan pembayaran. Terima kasih.;2;51
Pembayaran lewat app KAI disini lebih mahal.. Masa saya beli tiket KA pasundan SGU - KT harga 94.000 kena biaya extra fee 2x lipat 15.000 bayar pakai kartu debit or di minimarket gak ada bedanya, jatuhnya malah lebih mahal buat bayarnya .. Padahal pakai app yg lama gak ada extra fee kayak gini.. malah lebih murah.. Percuma beli tiket pakai APP KAI.. jatuh harganya lebih mahal.. mending langsung beli di loket or minimarket langsung;1;0
Versi baru KAI ini entah kenapa jdi merusak kenyamanan pake aplikasinya. Pesan tiket pake metode QRIS sempat tidak muncul untuk QR Codenya, repot sekali, harus dibatalkan pemesanan tiketnya terlebih dahulu kemudian memesan tiketnya kembali. Ini jadi ngerepotin jadinya. Tolong diperbaiki, tampilan UI lumayan tapi kenyamanan pakenya ngga.;1;0
Setelah di update ke versi 6.0.63 malah makin parah error nya. Tiap kali mau pesan tiket selalu jadwal tidak tersedia padahal kurang 3/4hari kan minimal 7h sebelumnya sudah bisa dipesan untuk kereta lokal. Ini gimana aplikasi bukannya malah lebih mempermudah malah mempersulit pelanggan. Untuk saya yang sudah langganan selama 15tahun sangat kecewa dengan pelayanan online via kai acces.;1;0
Sangat mempermudah pemesanan tiket KAI;5;0
App cacat, sering gk muncul saat pencarian padahal kursi masi banyak, liat jadwal CL juga sering blank. Beberapa bulan ini applikasi menjadi benar-benar sangat buruk, loadingnya benar-benar sangat lama, pdhal bukan di jam jam rebutan tiket dan jaringan lancar dan memori dalam keadaan longgar. Dulu bisa kemana-mana, pesan and go, klau sekarang agak was-was.;1;16
"Se-ingat saya, dulu sangat mudah sekali saat merubah data yang tercantum dalam profil, namun nyatanya saat ini data yang mungkin sudah terlanjur tertulis seperti dikunci oleh sistem aplikasi. Seperti halnya metode pembayaran kereta lokal, untuk masukan saja mohon tidak hanya menggunakan aplikasi LINK AJA saja sebagai metode pembayaran tunggal, karena agar lebih memudahkan, bervariasi, & tidak semua orang mau menyisihkan kuota penyimpanannya berkurang ""hanya"" dengan mendownload aplikasi baru 🙏";2;0
Aplikasi tolol, lemot bget, UI UX juga susah, harusnya pilihan nik jadi default (kan ga banyak turis tod), dan milih NIK-nya itu harus dipencet titiknya bukan luas di teks... Bego bener dah, pesanan dibatalkan setah 4 menit pilih bangku, tapi ga ada riwayat pesanan jadi susah harus input satu2 lagi nama penumpang;2;0
Aplikasi kacau, menang banyak ya??? Pesan tiket banyak banget karna ga jadi berangkat mau dibatalin ga bisa. Semuanya serba ribet pakai kai access. Pesannya ribet, bayarnya ribet, ubah jadwal ribet, batalin pesanan ribet. Kalau ga siap berteknologi ga usah dipaksa deh. Merugikan customer. Kalau ada bintang di bawah 1 saya bakal kasih pasti.;1;8
mantap cuman jangan ad pelayanan dengan alasan jaringan. pake aiti yg amanah.;5;0
"Nyobain masuk tanpa daftar karena ingin liat-liat dulu aplikasinya. Malah diarahin ke halaman login dengan pesan error ""token sudah kadaluarsa. Akun anda sedang digunakan pada peringkat lain"". Kalo memang usernya harus login menggunakan akun terlebih dahulu, matikan opsi masuk tanpa daftar nya dong :)";1;3
"1 bulan ini kenapa aplikasi KAI Acces ini gak bisa di Login, sampai"" sudah instal ulangpun tetep gak bisa di pakek login, jls"" accountnya benar, tapi di notifnya salah terus, kalau daftar lagi bertuliskan sudah terdaftar. Mau beli tiket aja susah begini, kalau urgent"" mau beli tiket kereta malah bingung ini mah. Mohon di perbaiki systemnya dong🙏🏻";1;0
aplikasinya cacad semenjak di update banyak bugnya 👎👎;1;1
ini aplikasi terparah . ngga kaya aplikasi penerbangan gampang . ini ribettt bangetv. mau masuk aja suruh ngulang ngulang . heran . perbaiki aplikasinya dong . orang mau pesen aja . udah lama ngga masuk apikasi harus ngulang berkali kali . terus eror banget ni aplikasi . KAI dari dulu problem banget . contoh aplikasi lain dong yang ngga ribet kaya gini . eror . mau masuk aja harus ngulang berkali kali terus udah masuk tiba tiba keluar lagi suruh login lagi .;1;0
Ini kenapa akun Saya jadi ga bisa login. Setiap login selalu tulisann timeout, dan failed request data.. Padahal sinyal full. Pas coba buka aplikasi lain pun, lancar jaya.. untuk ngecek jadwal kereta lokal tanpa login pun ga bisaaa.. mana mau trip besok pagii dgn keluargaa.. tau gini ga akan di update duluuu.. Padahal pake versi sebelumnya lancar banget ga pernah ada kendala..;2;1
Saya sering kehilangan jadwal kereta karena list jadwal yang tertera harus di klik dulu, baru muncul keterangan habisnya. Dan lagi harga di list dari harga termurah. Lebih suka aplikasi yang lama karena harga to the point tanpa klik klik dulu.;1;1
"Kenapa aplikasi KAI setelah di perbaharui jadi bobrok, masak penempatan menu dan sebagainya membingungkan dari sebelumnya, tidak hanya itu min, kenapa ketika saya memesan tiket kereta dan setelah sampai pada menu kode pembayaran kemudian saya back kok di menu ""Tagihan yang belum dibayar"" tidak ada? kalau apps sebelumnya bisa kok, aneh sekali seharusnya pembaharuan yang ada itu lebih baik dari sebelumnya bukan lebih buruk. Tolong diperbaiki yaaa";1;1
Untuk layout/denah pilih kursinya bagus yang vang versi biru dulu.. Kalo yg versi putih ini terlalu gede layout pilih kursinya, jadi ga bisa 2x screenshot.. Maksudnya kalo versi yg biru dulu, 2x screenshot seluruh 1 kereta dan kursi dari 1A1B sampai 13C13D bisa termuat, tapi kalo versi putih yang baru ini, layout/denah pilih kursinya terlalu gede. Mohon mimim koreksi ato revisi setingan untuk layout/denah kursinya diperkecil kembali, seperti yang versi yg lama (biru) saja.. Terimakasih 🙏;2;11
